GeneENSG	IC0	IC1	IC2
ENSG00000003436	-0.15949858671254774	-0.05363076562339394	-0.056124747815451764
ENSG00000003509	0.029654631285443128	0.0009957840721343298	-0.01407406853864485
ENSG00000003756	-0.03849150959682426	-0.07963579275535107	-0.07696303758152893
ENSG00000003987	-0.1329425244844156	0.14200035644829273	0.04202875434991918
ENSG00000003989	-0.1203291290065754	-0.0454817677271018	0.21235112340730294
ENSG00000004059	0.06668604010851595	-0.15002734983178456	0.0183400769364781
ENSG00000004139	-0.08933413352936864	-0.0185384548809846	0.07606571875104447
ENSG00000004142	0.05281226648535113	-0.09848052299845317	0.06272488728634265
ENSG00000004399	0.1002830869428963	-0.043394894112283894	-0.0955160656283784
ENSG00000004455	-0.006147965990449256	-0.1499143001872491	-0.02161434921242436
ENSG00000004468	-0.06372874828989915	0.07986988762583559	0.031173067891837283
ENSG00000004478	-0.04504144026742235	-0.2017523039680667	-0.011580215274562669
ENSG00000004487	0.04483909373807324	-0.10700424590280075	-0.012609129748937081
ENSG00000004534	0.01897014614975251	-0.06861059053341087	-0.042560731950910966
ENSG00000004660	0.053458212771232694	0.03808081054391299	0.02943631287502371
ENSG00000004700	-0.12096807193186482	-0.03813880438645343	-0.08330567272098408
ENSG00000004766	-0.11127167976065992	-0.022755529788450524	-0.04463376879197425
ENSG00000004776	0.04299265883612686	0.027850309549898915	0.08737955431207979
ENSG00000004777	0.08829237872542703	0.07150629344302602	-0.10813733286653035
ENSG00000004779	0.10908036963732896	-0.08665402561501988	-0.007741682245525951
ENSG00000004799	-0.05270299866653444	-0.007838628603583694	-0.02539866224495135
ENSG00000004809	0.15493878437993988	0.13866419956817033	0.06268101980331378
ENSG00000004838	0.15722266804803162	0.030538489597816007	0.14496951913405542
ENSG00000004846	0.09614479165031464	0.20023012663509138	0.016397618620858388
ENSG00000004848	0.08014965430515647	0.09257985941312719	0.39765621044860566
ENSG00000004864	-0.008049601372512469	-0.0595639510514005	0.019714588365321906
ENSG00000004866	0.06882515805543662	-0.06011402426801318	0.03836552145286303
ENSG00000004897	-0.10769734634832448	-0.0648094359507663	-0.08202731200239195
ENSG00000004939	0.08136674403349492	0.22549265864611384	-0.0018160547425578044
ENSG00000004948	-0.07666677181844261	0.2496391891441594	0.0020381334588330524
ENSG00000004961	0.061899064453451516	-0.008438106587093232	0.03549630926987117
ENSG00000004975	-0.08930442398741334	-0.043003841906780874	-0.03444867198325599
ENSG00000005001	0.08752922369145025	-0.016952989508013418	0.1005653687834279
ENSG00000005007	0.056481114628844586	-0.10989743992501244	-0.008600404796465563
ENSG00000005020	-0.06080456549944013	-0.005731560922190081	-0.06548648567297347
ENSG00000005022	0.03848330834884938	-0.18972405292013894	-0.027381032549343653
ENSG00000005059	0.005290164032021018	-0.0040206734025350355	0.02003004962178538
ENSG00000005073	-0.03563861444610572	0.22925271048600557	0.07213993158160426
ENSG00000005075	0.10875789679996721	-0.12977889862081823	-0.0021723721179397193
ENSG00000005100	-0.007735109736127652	-0.00843169036922518	-0.010222240198137682
ENSG00000005102	-0.03332761728732732	0.10108745323669491	-0.20709553508024153
ENSG00000005108	-0.12840048581496524	0.12531926497393475	-0.03450523603765053
ENSG00000005156	-0.134940946896703	-0.04767179081745417	0.06473613807441411
ENSG00000005175	-0.015530760360001259	-0.04029729076722395	0.022142070824301086
ENSG00000005187	0.15734541094334534	-0.03672583484732375	0.1182449307840765
ENSG00000005189	0.06598131200525478	0.04340439000217508	0.04573958283291549
ENSG00000005194	-0.061417076809242896	-0.07112516155759209	-0.021847053382969335
ENSG00000005206	0.005337323551621309	-0.04371412899356411	-0.015195558787422167
ENSG00000005238	0.0011824589878052965	0.036510162766970417	-0.08670132810687994
ENSG00000005243	0.06259679384604368	0.09108062048340662	-0.15206333785424322
ENSG00000005249	-0.0688774948571146	0.023017031726820295	0.07536884694070828
ENSG00000005302	-0.01399608997067951	-0.03291967011978646	-0.04121843113238269
ENSG00000005339	-0.046884758438390114	-0.06368037203697002	-0.0553994114935517
ENSG00000005379	-0.016643955727045655	-0.021498514553908266	-0.005072206523266787
ENSG00000005381	-0.05141015711977512	0.19380523362949517	0.06299419547780796
ENSG00000005421	0.12421811011421077	0.21104979601146845	-0.10740207410299568
ENSG00000005436	0.14002644332158726	0.013490410597359535	-0.03588465941621651
ENSG00000005448	0.13313914236936533	0.002932941474514098	-0.10889026808354221
ENSG00000005469	-0.039926917300769735	0.019525017587551912	0.012907392364734732
ENSG00000005471	0.017647645254037725	0.21261393473673307	-0.044356315989080575
ENSG00000005483	-0.1501593259660882	-0.06400400902430317	-0.0802432298938277
