GeneENSG	IC0	IC1	IC2	IC3
ENSG00000004468	0.023751865039585103	0.079913465605858	-0.11492055850133298	0.036648358262917506
ENSG00000004478	-0.046255641870850336	-0.18915998603844134	-0.05561548059358742	-0.00881351312672241
ENSG00000004487	-0.03563531194183543	-0.09766988345390495	0.023182930671669953	-0.008176988574780365
ENSG00000004534	-0.025463273474475776	-0.06192695266319917	0.08022567801201475	-0.044077653108449015
ENSG00000004660	0.017268691912481753	0.03156378832509648	-0.001568109058125489	0.047613311069683195
ENSG00000004700	-0.06484102672019276	-0.02195353600842977	-0.13032707372117106	-0.05880187046336374
ENSG00000004766	-0.03957479107149884	-0.002869952528596318	-0.11084312347972058	-0.06743175780105089
ENSG00000004776	0.05934776573697276	0.024537317074188915	0.11987932901380097	0.047482998931134154
ENSG00000004777	-0.09923601215125646	0.06504667267799892	0.11304358297548497	-0.10078831898985213
ENSG00000004779	0.006475360006722068	-0.110350392905364	0.12277221724668005	0.020218999187120803
ENSG00000004799	0.048942277540280625	0.018010090207338566	-0.06661892374314268	-0.05853771857525939
ENSG00000004809	0.09277882854001405	0.09689442227507779	0.14333866493940178	0.03458601287721257
ENSG00000004838	0.23958000112108185	0.004213815644111029	0.15902327001544464	0.01326000721976411
ENSG00000004846	-0.014027726918803331	0.1714208651011375	0.12036198944794571	0.023814382406401362
ENSG00000004848	0.05212883021741254	0.05741275135825407	0.015576825628538763	0.3645542166450559
ENSG00000004864	0.013691267614546754	-0.051073075930999856	-0.054446639632721186	0.021460044810439748
ENSG00000004866	0.005157477139498031	-0.06463283839923645	0.055354274104109216	0.049544266080962705
ENSG00000004897	-0.027281233390694784	-0.053096873919422305	-0.13871729329458518	-0.08592409220633539
ENSG00000004939	0.04670064524814629	0.21036780762949725	0.0849711312507801	-0.021175693148697945
ENSG00000004948	0.06937323295630443	0.24245433857248247	-0.06258628947486791	0.015362067439703203
ENSG00000004961	-0.04086300852155002	-0.020619931915803323	0.026727795968197472	0.03766973790568387
ENSG00000004975	-0.00988032101315268	-0.034456703688109214	-0.10431235786877902	-0.0072010039523000184
ENSG00000005001	-0.011840786089069811	-0.033214830631125486	0.08174326445493205	0.11062672066585158
ENSG00000005007	-0.06068785556434489	-0.11160307478318321	0.035518217330461406	0.016213282387119
ENSG00000005020	-0.11989303836773978	-0.013475741445169841	-0.07614133431937396	-0.01652660949886501
ENSG00000005022	-0.03438282716289135	-0.19669689886083136	-0.015823628300636387	-0.0049368193329082655
ENSG00000005059	0.016340470287468687	-0.007367720768961873	0.008415342542690551	-0.008239898064724428
ENSG00000005073	-0.06810206605323021	0.20972023301479553	-0.006687873998645429	0.11241493096737291
ENSG00000005075	0.006244698079309206	-0.13538540852369826	0.11689994705118764	-0.030530250214354085
ENSG00000005100	-0.0015197627786350675	-0.0037061642826184595	-0.0355373890564663	-0.014001701796325667
ENSG00000005102	0.008294879235700617	0.10416554774994863	-0.05245229545528461	-0.22722127470087972
ENSG00000005108	0.07025255772397876	0.12351267831308638	-0.12424105355405515	0.006792653700931875
ENSG00000005156	0.07806747382272189	-0.02867474520538487	-0.16835570092909835	0.0197770288517498
ENSG00000005175	0.002529639047422031	-0.029128538679583003	-0.03655532872660816	0.01394654568888347
ENSG00000005187	0.07466303926339068	-0.05287945580115862	0.12459953193560719	0.14297895972918517
ENSG00000005189	0.02210508741489386	0.025728140590189658	0.05600354400349768	0.05097210318829024
ENSG00000005194	0.04856628932252662	-0.06657322996499343	-0.04680965054168451	-0.04973996336547445
ENSG00000005206	-0.035795421409085794	-0.044226801404023304	0.0029321271248202974	-0.0065929949120837935
ENSG00000005238	-0.02906108847136733	0.03536904390796651	0.015348280955259273	-0.06345718254893475
ENSG00000005243	-0.0745615999158609	0.07540614716191588	0.10487665600204765	-0.11382185719942188
ENSG00000005249	0.055303583784963035	0.03222579511173944	-0.1026354645488132	0.038266062022136886
ENSG00000005302	-0.04890411087255855	-0.028697981535064185	-0.008618064774501102	-0.039642616040199245
ENSG00000005339	-0.007726460369819912	-0.05814826196996618	-4.630488791111122e-05	-0.05106187584448895
ENSG00000005379	0.124930822794438	-0.0163238570266452	0.00906942246778954	-0.03479823781448967
ENSG00000005381	0.12093917888192456	0.19950221566950344	-0.06693196427765202	0.03162041240794191
ENSG00000005421	-0.07193489439365583	0.19813440842351182	0.0922127778570098	-0.030598845467286334
ENSG00000005436	0.05263762799240327	0.0012601512331250238	0.13168511897719348	-0.01895042281219147
ENSG00000005448	0.08540045631980818	-0.0017927955947088271	0.13588853261757936	-0.09414270321586608
ENSG00000005469	0.06632565576465821	0.027665911827916688	-0.031579350895165656	-0.006884015173645378
ENSG00000005471	-0.008962220594418646	0.20246030616209815	0.07610490769429254	-0.03664328486654812
ENSG00000005483	-0.05923085729639928	-0.038285064490080775	-0.10626527377018405	-0.07477558930737878
