GeneENSG	IC0	IC1	IC2
ENSG00000004455	0.918043305777704	2.216273385139436	0.8223459967188967
ENSG00000004468	0.6354789121975603	1.3416109699572343	0.06721952065821475
ENSG00000004478	1.0655791971723578	2.3841997384549645	0.7140664959702687
ENSG00000004487	0.9145660877290049	2.0227346202182703	0.8127574013411895
ENSG00000004534	0.6486884022898182	1.9132159723395339	0.9475662091718092
ENSG00000004660	0.7298831875715721	1.4349602740421963	0.5211066961220279
ENSG00000004700	0.633170697809295	1.9841266884739612	0.32134655083462443
ENSG00000004766	0.6580766286383506	1.868086654795516	0.39768749455992264
ENSG00000004776	0.7131623784778524	1.3618291797372373	0.8141682322920748
ENSG00000004777	0.37179958677196956	1.5538135036129543	0.7171027829918051
ENSG00000004779	0.8662708338568672	1.8748330188365339	0.8712822773747495
ENSG00000004799	0.5687436400819065	1.7201798607005485	0.5195701775349254
ENSG00000004809	0.5842983865322867	0.9835154652022119	0.6610699692483885
ENSG00000004838	0.5588722839776711	1.1886385767540484	1.0646708213527551
ENSG00000004846	0.34838570968523447	0.8522824101582579	0.5219123545910039
ENSG00000004848	1.2239537860323642	0.5833466332171	0.4584281148346536
ENSG00000004864	0.9073859540060104	1.8432082621380514	0.5334043210828109
ENSG00000004866	0.912067830945251	1.7281999585411576	0.769472417926496
ENSG00000004897	0.7185306360870887	2.0723549171194557	0.3305461590334098
ENSG00000004939	0.23892817944129832	0.8169968735401512	0.4513647830938505
ENSG00000004948	0.2834727539202404	0.7917620000930718	0.030629534807563898
ENSG00000004961	0.8294733302559907	1.632064569791691	0.5134523729098122
ENSG00000004975	0.761875165862429	1.8712553030126837	0.4119281731661357
ENSG00000005001	0.9242311626683062	1.4903770218767542	0.7650305244066384
ENSG00000005007	0.9125470774294068	2.0328527758175214	0.9063084807698045
ENSG00000005020	0.7624116619829211	1.7777357997624634	0.2244175759288585
ENSG00000005022	1.0150425890038646	2.3247798152532155	0.7156931898997808
ENSG00000005059	0.750139626037468	1.6214993421883575	0.5443485924535818
ENSG00000005073	0.5690003642554473	0.7644118368773549	0.11038421272311759
ENSG00000005075	0.9506029173522158	2.034874456069256	1.027311401752207
ENSG00000005100	0.6930028050286178	1.7034974491462163	0.566345060155003
ENSG00000005102	0.1112982335654954	1.6709068891786174	0.13426421542388886
ENSG00000005108	0.4690254260959332	1.3030703561268822	0.09493741824310685
ENSG00000005156	0.8673019216138308	1.789630054524296	0.2925984268874748
ENSG00000005175	0.8148932768830611	1.7516174628553127	0.5981357399092723
ENSG00000005187	0.9896542483309912	1.4355934044150245	0.9337185164248667
ENSG00000005189	0.7187780872763126	1.3755802948778006	0.5571316589596668
ENSG00000005194	0.800372186921707	1.915035148508113	0.48578649338823965
ENSG00000005206	0.7572814613939873	1.818404754910888	0.6582480500702886
ENSG00000005238	0.523628311238731	1.6334460553250945	0.4901319275914886
ENSG00000005243	0.3300656286610026	1.577531159489062	0.5961881701923456
ENSG00000005249	0.7743933782903034	1.4790960547818672	0.19041538677582145
ENSG00000005302	0.6621797937752181	1.8356447682127164	0.6408001403019735
ENSG00000005339	0.6870406249971063	1.9560632657079589	0.7440635694565044
ENSG00000005379	0.6175971003124664	1.6918603677743496	0.7779660277771028
ENSG00000005381	0.3859369441591708	0.8708320163685104	0.09976943881770947
ENSG00000005421	0.23149229342439653	1.0759607112912057	0.20099800169236734
ENSG00000005436	0.5915425912090534	1.5661869974550635	0.9002946246455112
ENSG00000005448	0.4699486144156695	1.7005681999851778	0.9566269849436231
ENSG00000005469	0.6544480964989905	1.5284881447062082	0.48828324796754635
ENSG00000005471	0.2217792583409528	0.9654836354877867	0.4523279681119701
ENSG00000005483	0.6904802031078412	2.044677349859131	0.44821474261773764
